2025-04-04 20:07:06,971 - INFO - Starting table creation/update process.
2025-04-04 20:07:09,180 - INFO - Tables created or updated successfully.
2025-04-04 20:07:09,185 - INFO - Starting processing for Tagalog Words from ..\data\tagalog-words.json
2025-04-04 20:07:09,185 - INFO - Processing Tagalog words from: ..\data\tagalog-words.json
2025-04-04 20:07:09,186 - INFO - Using standardized source identifier: 'diksiyonaryo.ph'
2025-04-04 20:07:09,952 - INFO - Found 65336 entries to process
2025-04-04 20:07:13,427 - WARNING - Skipping self-relation for word ID 899, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:54,789 - WARNING - Skipping self-relation for word ID 12639, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:55,562 - WARNING - Skipping self-relation for word ID 12870, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:07:56,538 - WARNING - Skipping self-relation for word ID 13167, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,654 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,658 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,662 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,666 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,669 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,673 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,676 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,680 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:07:58,683 - WARNING - Skipping self-relation for word ID 13765, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:00,202 - WARNING - Skipping self-relation for word ID 14202, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:04,304 - WARNING - Skipping self-relation for word ID 15317, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:06,432 - WARNING - Skipping self-relation for word ID 15961, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:07,827 - WARNING - Skipping self-relation for word ID 16387, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:09,970 - WARNING - Skipping self-relation for word ID 16649, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:10,999 - WARNING - Skipping self-relation for word ID 16913, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:11,201 - WARNING - Skipping self-relation for word ID 16981, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:15,514 - WARNING - Skipping self-relation for word ID 17803, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:17,493 - WARNING - Skipping self-relation for word ID 7520, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:22,646 - WARNING - Skipping self-relation for word ID 15693, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:22,656 - WARNING - Skipping self-relation for word ID 15693, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:22,949 - WARNING - Skipping self-relation for word ID 19786, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:35,680 - WARNING - Skipping self-relation for word ID 22733, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:35,707 - WARNING - Skipping self-relation for word ID 22733, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:41,385 - WARNING - Skipping self-relation for word ID 23450, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:44,898 - WARNING - Skipping self-relation for word ID 20152, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:45,710 - WARNING - Skipping self-relation for word ID 24375, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:45,715 - WARNING - Skipping self-relation for word ID 24375, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:52,373 - WARNING - Skipping self-relation for word ID 26252, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:08:52,447 - WARNING - Skipping self-relation for word ID 13616, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:08:58,959 - WARNING - Skipping self-relation for word ID 27909, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:00,446 - WARNING - Skipping self-relation for word ID 23859, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:02,318 - WARNING - Skipping self-relation for word ID 28849, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:04,330 - WARNING - Skipping self-relation for word ID 29412, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:28,063 - WARNING - Skipping self-relation for word ID 33951, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:28,065 - WARNING - Skipping self-relation for word ID 33951, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:28,898 - WARNING - Skipping self-relation for word ID 34184, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:29,167 - WARNING - Skipping self-relation for word ID 34264, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:29,171 - WARNING - Skipping self-relation for word ID 34264, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:29,429 - WARNING - Skipping self-relation for word ID 34354, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:29,586 - WARNING - Skipping self-relation for word ID 34401, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:29,595 - WARNING - Skipping self-relation for word ID 34401, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:29,602 - WARNING - Skipping self-relation for word ID 34401, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:32,360 - WARNING - Skipping self-relation for word ID 35253, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:36,854 - WARNING - Skipping self-relation for word ID 36753, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:41,933 - WARNING - Skipping self-relation for word ID 38530, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:41,950 - WARNING - Skipping self-relation for word ID 38530, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:41,956 - WARNING - Skipping self-relation for word ID 38530, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:53,615 - WARNING - Skipping self-relation for word ID 41308, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:57,220 - WARNING - Skipping self-relation for word ID 42168, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:09:59,710 - WARNING - Skipping self-relation for word ID 43022, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:59,713 - WARNING - Skipping self-relation for word ID 43022, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:09:59,717 - WARNING - Skipping self-relation for word ID 43022, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:02,325 - WARNING - Skipping self-relation for word ID 44155, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:04,478 - WARNING - Skipping self-relation for word ID 44992, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:04,481 - WARNING - Skipping self-relation for word ID 44992, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:04,670 - WARNING - Skipping self-relation for word ID 45060, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:04,672 - WARNING - Skipping self-relation for word ID 45060, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:04,737 - WARNING - Skipping self-relation for word ID 45085, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:04,739 - WARNING - Skipping self-relation for word ID 45085, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:09,978 - WARNING - Skipping self-relation for word ID 47153, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:14,850 - WARNING - Skipping self-relation for word ID 48940, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:15,650 - WARNING - Skipping self-relation for word ID 49193, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:25,379 - WARNING - Skipping self-relation for word ID 51339, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:26,669 - WARNING - Skipping self-relation for word ID 51800, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:33,101 - WARNING - Skipping self-relation for word ID 54165, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:34,064 - WARNING - Skipping self-relation for word ID 54481, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:49,134 - WARNING - Skipping self-relation for word ID 58383, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:54,511 - WARNING - Skipping self-relation for word ID 59065, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:55,027 - WARNING - Skipping self-relation for word ID 59222, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:55,463 - WARNING - Skipping self-relation for word ID 59360, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:55,605 - WARNING - Skipping self-relation for word ID 55265, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:55,854 - WARNING - Skipping self-relation for word ID 59461, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:55,903 - WARNING - Skipping self-relation for word ID 59474, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:56,424 - WARNING - Skipping self-relation for word ID 11969, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:57,444 - WARNING - Skipping self-relation for word ID 21143, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:57,591 - WARNING - Skipping self-relation for word ID 59916, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:57,989 - WARNING - Skipping self-relation for word ID 60053, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:10:58,714 - WARNING - Skipping self-relation for word ID 60257, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:58,727 - WARNING - Skipping self-relation for word ID 60257, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:10:58,815 - WARNING - Skipping self-relation for word ID 60282, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:11:15,780 - WARNING - Skipping self-relation for word ID 64492, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:11:21,414 - WARNING - Skipping self-relation for word ID 43355, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:11:25,913 - WARNING - Skipping self-relation for word ID 67835, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:11:26,503 - WARNING - Skipping self-relation for word ID 68064, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:11:37,965 - WARNING - Skipping self-relation for word ID 71278, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:11:40,237 - WARNING - Skipping self-relation for word ID 71933, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:11:42,157 - WARNING - Skipping self-relation for word ID 72487, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:12:07,016 - WARNING - Skipping self-relation for word ID 78962, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:12:08,282 - WARNING - Skipping self-relation for word ID 7477, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:12:31,719 - WARNING - Skipping self-relation for word ID 85648, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:12:42,164 - WARNING - Skipping self-relation for word ID 88476, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:12:44,466 - WARNING - Skipping self-relation for word ID 89130, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:12:44,474 - WARNING - Skipping self-relation for word ID 89130, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:12:51,822 - WARNING - Skipping self-relation for word ID 90978, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:13:04,931 - WARNING - Skipping self-relation for word ID 82873, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:13:05,125 - WARNING - Skipping self-relation for word ID 67161, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:05,458 - WARNING - Skipping self-relation for word ID 94139, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:05,610 - WARNING - Skipping self-relation for word ID 79119, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:08,233 - WARNING - Skipping self-relation for word ID 95024, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:08,239 - WARNING - Skipping self-relation for word ID 95024, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:08,245 - WARNING - Skipping self-relation for word ID 95024, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:20,370 - WARNING - Skipping self-relation for word ID 97816, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:26,629 - WARNING - Skipping self-relation for word ID 74491, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:13:33,561 - WARNING - Skipping self-relation for word ID 102029, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:35,737 - WARNING - Skipping self-relation for word ID 43923, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:36,675 - WARNING - Skipping self-relation for word ID 17793, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:37,953 - WARNING - Skipping self-relation for word ID 103499, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:13:39,419 - WARNING - Skipping self-relation for word ID 104075, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:41,369 - WARNING - Skipping self-relation for word ID 34671, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:13:54,149 - WARNING - Skipping self-relation for word ID 108127, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:54,675 - WARNING - Skipping self-relation for word ID 108290, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:13:58,152 - WARNING - Skipping self-relation for word ID 109316, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:07,571 - WARNING - Skipping self-relation for word ID 111761, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:08,316 - WARNING - Skipping self-relation for word ID 111968, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:10,288 - WARNING - Skipping self-relation for word ID 103028, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:12,250 - WARNING - Skipping self-relation for word ID 113272, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:12,254 - WARNING - Skipping self-relation for word ID 113272, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:13,357 - WARNING - Skipping self-relation for word ID 113617, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:14:13,647 - WARNING - Skipping self-relation for word ID 14038, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:14:13,970 - WARNING - Skipping self-relation for word ID 113784, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:14:15,932 - WARNING - Skipping self-relation for word ID 58174, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:15,955 - WARNING - Skipping self-relation for word ID 58174, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:16,537 - WARNING - Skipping self-relation for word ID 114283, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:14:18,325 - WARNING - Skipping self-relation for word ID 114910, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:14:24,722 - WARNING - Skipping self-relation for word ID 51455, type 'variant', source 'diksiyonaryo.ph'.
2025-04-04 20:14:31,156 - WARNING - Skipping self-relation for word ID 72977, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:31,165 - WARNING - Skipping self-relation for word ID 72978, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:32,267 - WARNING - Skipping self-relation for word ID 118348, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:32,827 - INFO - Finished processing diksiyonaryo.ph
2025-04-04 20:14:32,827 - INFO -   Total entries in file: 65336
2025-04-04 20:14:32,828 - INFO -   Processed successfully: 65336
2025-04-04 20:14:32,828 - INFO -   Skipped (invalid/empty): 0
2025-04-04 20:14:32,828 - INFO -   Errors during processing: 0
2025-04-04 20:14:32,829 - INFO -   Definitions added/updated: 92737
2025-04-04 20:14:32,829 - INFO -   Pronunciations added/updated: 81526
2025-04-04 20:14:32,829 - INFO -   Etymologies added/updated: 57361
2025-04-04 20:14:32,830 - INFO -   Total relations added/updated: 53064
2025-04-04 20:14:32,830 - INFO -     (Deriv: 4562, Syn: 41194, Var: 2019, Ref: 5289)
2025-04-04 20:14:32,830 - INFO -   Baybayin forms added/updated: 0
2025-04-04 20:14:32,831 - INFO -   Affixations added/updated: 0
2025-04-04 20:14:32,907 - INFO - Successfully processed source: Tagalog Words
2025-04-04 20:14:32,909 - INFO - Starting processing for Root Words from ..\data\root_words_with_associated_words_cleaned.json
2025-04-04 20:14:32,910 - INFO - Processing Root Words (tagalog.com cleaned) file: ..\data\root_words_with_associated_words_cleaned.json
2025-04-04 20:14:32,910 - INFO - Using standardized source identifier: 'tagalog.com'
2025-04-04 20:14:32,941 - INFO - Found 2238 root word entries in dictionary format in ..\data\root_words_with_associated_words_cleaned.json
2025-04-04 20:14:32,970 - WARNING - Skipping self-relation for word ID 41349, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:32,994 - WARNING - Skipping self-relation for word ID 46711, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,023 - WARNING - Skipping self-relation for word ID 1844, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,100 - WARNING - Skipping self-relation for word ID 51327, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,143 - WARNING - Skipping self-relation for word ID 73233, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,162 - WARNING - Skipping self-relation for word ID 108006, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,220 - WARNING - Skipping self-relation for word ID 40809, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,270 - WARNING - Skipping self-relation for word ID 101304, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,302 - WARNING - Skipping self-relation for word ID 5325, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,386 - WARNING - Skipping self-relation for word ID 40823, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,460 - WARNING - Skipping self-relation for word ID 100018, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,559 - WARNING - Skipping self-relation for word ID 6107, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,561 - WARNING - Skipping self-relation for word ID 6107, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,590 - WARNING - Skipping self-relation for word ID 11880, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,623 - WARNING - Skipping self-relation for word ID 34104, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,711 - WARNING - Skipping self-relation for word ID 46196, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,807 - WARNING - Skipping self-relation for word ID 118041, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,825 - WARNING - Skipping self-relation for word ID 53248, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,897 - WARNING - Skipping self-relation for word ID 66572, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:33,938 - WARNING - Skipping self-relation for word ID 42589, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:34,050 - WARNING - Skipping self-relation for word ID 2604, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:34,361 - WARNING - Skipping self-relation for word ID 36728, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:34,405 - WARNING - Skipping self-relation for word ID 55693, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:34,527 - WARNING - Skipping self-relation for word ID 33479, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:34,618 - WARNING - Skipping self-relation for word ID 118230, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:34,767 - WARNING - Skipping self-relation for word ID 37109, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,012 - WARNING - Skipping self-relation for word ID 59850, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,045 - WARNING - Skipping self-relation for word ID 87890, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,067 - WARNING - Skipping self-relation for word ID 33352, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,136 - WARNING - Skipping self-relation for word ID 15304, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,230 - WARNING - Skipping self-relation for word ID 10061, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,265 - WARNING - Skipping self-relation for word ID 48732, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,580 - WARNING - Skipping self-relation for word ID 37694, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,651 - WARNING - Skipping self-relation for word ID 18487, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,762 - WARNING - Skipping self-relation for word ID 33524, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,832 - WARNING - Skipping self-relation for word ID 51180, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:35,868 - WARNING - Skipping self-relation for word ID 90987, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,140 - WARNING - Skipping self-relation for word ID 15359, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,210 - WARNING - Skipping self-relation for word ID 13324, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,305 - WARNING - Skipping self-relation for word ID 33935, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,324 - WARNING - Skipping self-relation for word ID 94835, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,471 - WARNING - Skipping self-relation for word ID 59961, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,501 - WARNING - Skipping self-relation for word ID 51797, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,601 - WARNING - Skipping self-relation for word ID 8611, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,706 - WARNING - Skipping self-relation for word ID 334, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,765 - WARNING - Skipping self-relation for word ID 4547, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,858 - WARNING - Skipping self-relation for word ID 8688, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:36,860 - WARNING - Skipping self-relation for word ID 8688, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,012 - WARNING - Skipping self-relation for word ID 22107, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,105 - WARNING - Skipping self-relation for word ID 107953, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,167 - WARNING - Skipping self-relation for word ID 24038, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,251 - WARNING - Skipping self-relation for word ID 13562, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,359 - WARNING - Skipping self-relation for word ID 39899, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,447 - WARNING - Skipping self-relation for word ID 13067, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,528 - WARNING - Skipping self-relation for word ID 40822, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,561 - WARNING - Skipping self-relation for word ID 97758, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,640 - WARNING - Skipping self-relation for word ID 55907, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,703 - WARNING - Skipping self-relation for word ID 18115, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,871 - WARNING - Skipping self-relation for word ID 5013, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,874 - WARNING - Skipping self-relation for word ID 5013, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:37,940 - WARNING - Skipping self-relation for word ID 41810, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:38,025 - WARNING - Skipping self-relation for word ID 1111, type 'derived_from', source 'tagalog.com'.
