2025-02-09 00:23:14,739 - INFO - Attempting database connection...
2025-02-09 00:23:14,739 - INFO - Database configuration:
2025-02-09 00:23:14,740 - INFO -   Database Name: fil_dict_db
2025-02-09 00:23:14,740 - INFO -   User: postgres
2025-02-09 00:23:14,740 - INFO -   Host: localhost
2025-02-09 00:23:14,740 - INFO -   Password: ********
2025-02-09 00:23:14,885 - INFO - Successfully established database connection
2025-02-09 00:23:14,886 - INFO - Setting up PostgreSQL extensions...
2025-02-09 00:23:14,886 - INFO - Checking extension: pg_trgm
2025-02-09 00:23:14,889 - INFO - Extension already installed: pg_trgm
2025-02-09 00:23:14,890 - INFO - Checking extension: unaccent
2025-02-09 00:23:14,890 - INFO - Extension already installed: unaccent
2025-02-09 00:23:14,890 - INFO - Checking extension: fuzzystrmatch
2025-02-09 00:23:14,891 - INFO - Extension already installed: fuzzystrmatch
2025-02-09 00:23:14,891 - INFO - Extensions setup completed
2025-02-09 00:23:14,891 - INFO - Starting table creation/update process.
2025-02-09 00:23:14,901 - INFO - Tables created or updated successfully.
2025-02-09 00:23:14,904 - INFO - Processing Tagalog words from: data/tagalog-words.json
2025-02-09 00:24:26,224 - INFO - Processing root words from: data/root_words_with_associated_words_cleaned.json
2025-02-09 00:24:55,940 - INFO - Processing KWF dictionary from: data/kwf_dictionary.json
2025-02-09 00:26:16,537 - INFO - Starting to process Kaikki file: data/kaikki.jsonl
2025-02-09 00:26:16,813 - WARNING - Invalid Baybayin data for word 'Lebanon', clearing baybayin fields.
2025-02-09 00:26:16,816 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:26:16,818 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:26:16,820 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:26:16,823 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:26:16,827 - WARNING - Invalid Baybayin data for word 'Israel', clearing baybayin fields.
2025-02-09 00:26:16,831 - WARNING - Invalid Baybayin data for word 'Nepal', clearing baybayin fields.
2025-02-09 00:26:16,834 - WARNING - Invalid Baybayin data for word 'Laos', clearing baybayin fields.
2025-02-09 00:26:16,837 - WARNING - Invalid Baybayin data for word 'Yemen', clearing baybayin fields.
2025-02-09 00:26:16,842 - WARNING - Invalid Baybayin data for word 'Togo', clearing baybayin fields.
2025-02-09 00:26:16,848 - WARNING - Invalid Baybayin data for word 'Senegal', clearing baybayin fields.
2025-02-09 00:26:16,851 - WARNING - Invalid Baybayin data for word 'Peru', clearing baybayin fields.
2025-02-09 00:26:16,853 - WARNING - Invalid Baybayin data for word 'Iran', clearing baybayin fields.
2025-02-09 00:26:16,855 - WARNING - Invalid Baybayin data for word 'Turkmenistan', clearing baybayin fields.
2025-02-09 00:26:16,857 - WARNING - Invalid Baybayin data for word 'Saudi Arabia', clearing baybayin fields.
2025-02-09 00:26:16,860 - WARNING - Invalid Baybayin data for word 'te', clearing baybayin fields.
2025-02-09 00:26:16,861 - WARNING - Invalid Baybayin data for word 'te', clearing baybayin fields.
2025-02-09 00:26:16,866 - WARNING - Invalid Baybayin data for word 'Burma', clearing baybayin fields.
2025-02-09 00:26:16,869 - WARNING - Invalid Baybayin data for word 'presidente', clearing baybayin fields.
2025-02-09 00:26:16,871 - WARNING - Invalid Baybayin data for word 'San Marino', clearing baybayin fields.
2025-02-09 00:26:16,874 - WARNING - Invalid Baybayin data for word 'A', clearing baybayin fields.
2025-02-09 00:26:16,961 - WARNING - Invalid Baybayin data for word 'Portugal', clearing baybayin fields.
2025-02-09 00:26:16,964 - WARNING - Invalid Baybayin data for word 'Portugal', clearing baybayin fields.
2025-02-09 00:26:16,968 - WARNING - Invalid Baybayin data for word 'vi', clearing baybayin fields.
2025-02-09 00:26:16,970 - WARNING - Invalid Baybayin data for word 'Benin', clearing baybayin fields.
2025-02-09 00:26:16,973 - WARNING - Invalid Baybayin data for word 'on', clearing baybayin fields.
2025-02-09 00:26:16,975 - WARNING - Invalid Baybayin data for word 'tigre', clearing baybayin fields.
2025-02-09 00:26:16,980 - WARNING - Invalid Baybayin data for word 'de', clearing baybayin fields.
2025-02-09 00:26:16,982 - WARNING - Invalid Baybayin data for word 'de', clearing baybayin fields.
2025-02-09 00:26:16,984 - WARNING - Invalid Baybayin data for word 'Belarus', clearing baybayin fields.
2025-02-09 00:26:17,002 - WARNING - Invalid Baybayin data for word 'radar', clearing baybayin fields.
2025-02-09 00:26:17,010 - WARNING - Invalid Baybayin data for word 'ao', clearing baybayin fields.
2025-02-09 00:26:17,011 - WARNING - Invalid Baybayin data for word 'mental', clearing baybayin fields.
2025-02-09 00:26:17,013 - WARNING - Invalid Baybayin data for word 'mental', clearing baybayin fields.
2025-02-09 00:26:17,016 - WARNING - Invalid Baybayin data for word 'be', clearing baybayin fields.
2025-02-09 00:26:17,018 - WARNING - Invalid Baybayin data for word 'noon', clearing baybayin fields.
2025-02-09 00:26:17,021 - WARNING - Invalid Baybayin data for word 'noon', clearing baybayin fields.
2025-02-09 00:26:17,023 - WARNING - Invalid Baybayin data for word 'abandono', clearing baybayin fields.
2025-02-09 00:26:17,026 - WARNING - Invalid Baybayin data for word 'en', clearing baybayin fields.
2025-02-09 00:26:17,028 - WARNING - Invalid Baybayin data for word 'ate', clearing baybayin fields.
2025-02-09 00:26:17,053 - WARNING - Invalid Baybayin data for word 'ate', clearing baybayin fields.
2025-02-09 00:26:17,062 - WARNING - Invalid Baybayin data for word 'o', clearing baybayin fields.
2025-02-09 00:26:17,144 - WARNING - Invalid Baybayin data for word 'o', clearing baybayin fields.
2025-02-09 00:26:17,188 - WARNING - Invalid Baybayin data for word 'o', clearing baybayin fields.
2025-02-09 00:26:17,190 - WARNING - Invalid Baybayin data for word 'o', clearing baybayin fields.
2025-02-09 00:26:17,193 - WARNING - Invalid Baybayin data for word 'o', clearing baybayin fields.
2025-02-09 00:26:17,200 - WARNING - Invalid Baybayin data for word 'i', clearing baybayin fields.
2025-02-09 00:26:17,294 - WARNING - Invalid Baybayin data for word 'X', clearing baybayin fields.
2025-02-09 00:26:17,297 - WARNING - Invalid Baybayin data for word 'X', clearing baybayin fields.
2025-02-09 00:26:17,301 - WARNING - Invalid Baybayin data for word 'xerox', clearing baybayin fields.
2025-02-09 00:26:17,321 - WARNING - Invalid Baybayin data for word 'mundo', clearing baybayin fields.
2025-02-09 00:26:17,328 - WARNING - Invalid Baybayin data for word 'mundo', clearing baybayin fields.
2025-02-09 00:26:17,336 - WARNING - Invalid Baybayin data for word 'el', clearing baybayin fields.
2025-02-09 00:26:17,340 - WARNING - Invalid Baybayin data for word 'sombrero', clearing baybayin fields.
2025-02-09 00:26:17,342 - WARNING - Invalid Baybayin data for word 'bold', clearing baybayin fields.
2025-02-09 00:26:17,349 - WARNING - Invalid Baybayin data for word 'bold', clearing baybayin fields.
2025-02-09 00:26:17,351 - WARNING - Invalid Baybayin data for word 'Korea', clearing baybayin fields.
2025-02-09 00:26:17,361 - WARNING - Invalid Baybayin data for word 'regular', clearing baybayin fields.
2025-02-09 00:26:17,378 - WARNING - Invalid Baybayin data for word 'beso', clearing baybayin fields.
2025-02-09 00:26:17,386 - WARNING - Invalid Baybayin data for word 'PI', clearing baybayin fields.
2025-02-09 00:26:17,388 - WARNING - Invalid Baybayin data for word 'balido', clearing baybayin fields.
2025-02-09 00:26:17,430 - WARNING - Invalid Baybayin data for word 'AP', clearing baybayin fields.
2025-02-09 00:26:17,432 - WARNING - Invalid Baybayin data for word 'grupo', clearing baybayin fields.
2025-02-09 00:26:17,442 - WARNING - Invalid Baybayin data for word 'OA', clearing baybayin fields.
2025-02-09 00:26:17,443 - WARNING - Invalid Baybayin data for word 'baon', clearing baybayin fields.
2025-02-09 00:26:17,467 - WARNING - Invalid Baybayin data for word 'baon', clearing baybayin fields.
2025-02-09 00:26:17,472 - WARNING - Invalid Baybayin data for word 'baon', clearing baybayin fields.
2025-02-09 00:26:17,486 - WARNING - Invalid Baybayin data for word 'alo', clearing baybayin fields.
2025-02-09 00:26:17,496 - WARNING - Invalid Baybayin data for word 'barato', clearing baybayin fields.
2025-02-09 00:26:17,499 - WARNING - Invalid Baybayin data for word 'CH', clearing baybayin fields.
2025-02-09 00:26:17,616 - WARNING - Invalid Baybayin data for word 'hamster', clearing baybayin fields.
2025-02-09 00:26:17,619 - WARNING - Invalid Baybayin data for word 'boss', clearing baybayin fields.
2025-02-09 00:26:17,620 - WARNING - Invalid Baybayin data for word 'salmon', clearing baybayin fields.
2025-02-09 00:26:17,622 - WARNING - Invalid Baybayin data for word 'granada', clearing baybayin fields.
2025-02-09 00:26:17,625 - WARNING - Invalid Baybayin data for word 'matadero', clearing baybayin fields.
2025-02-09 00:26:17,649 - WARNING - Invalid Baybayin data for word 'haj', clearing baybayin fields.
2025-02-09 00:26:17,651 - WARNING - Invalid Baybayin data for word 'pato', clearing baybayin fields.
2025-02-09 00:26:17,656 - WARNING - Invalid Baybayin data for word 'boy', clearing baybayin fields.
2025-02-09 00:26:17,673 - WARNING - Invalid Baybayin data for word 'matador', clearing baybayin fields.
2025-02-09 00:26:17,711 - WARNING - Invalid Baybayin data for word 'Salvador', clearing baybayin fields.
2025-02-09 00:26:17,715 - WARNING - Invalid Baybayin data for word 'Darwin', clearing baybayin fields.
2025-02-09 00:26:17,720 - WARNING - Invalid Baybayin data for word 'torta', clearing baybayin fields.
2025-02-09 00:26:17,741 - WARNING - Invalid Baybayin data for word 'Bombay', clearing baybayin fields.
2025-02-09 00:26:17,744 - WARNING - Invalid Baybayin data for word 'Bombay', clearing baybayin fields.
2025-02-09 00:26:17,752 - WARNING - Invalid Baybayin data for word 'Bombay', clearing baybayin fields.
2025-02-09 00:26:17,755 - WARNING - Invalid Baybayin data for word 'leche', clearing baybayin fields.
2025-02-09 00:26:17,758 - WARNING - Invalid Baybayin data for word 'leche', clearing baybayin fields.
2025-02-09 00:26:17,759 - WARNING - Invalid Baybayin data for word 'leche', clearing baybayin fields.
2025-02-09 00:26:17,760 - WARNING - Invalid Baybayin data for word 'Moslem', clearing baybayin fields.
2025-02-09 00:26:17,762 - WARNING - Invalid Baybayin data for word 'Moslem', clearing baybayin fields.
2025-02-09 00:26:17,822 - WARNING - Invalid Baybayin data for word 'ke', clearing baybayin fields.
2025-02-09 00:26:17,824 - WARNING - Invalid Baybayin data for word 'ke', clearing baybayin fields.
2025-02-09 00:26:17,829 - WARNING - Invalid Baybayin data for word 'Hong Kong', clearing baybayin fields.
2025-02-09 00:26:17,984 - WARNING - Invalid Baybayin data for word 'dodo', clearing baybayin fields.
2025-02-09 00:26:17,987 - WARNING - Invalid Baybayin data for word 'liberal', clearing baybayin fields.
2025-02-09 00:26:18,013 - WARNING - Invalid Baybayin data for word 'chat', clearing baybayin fields.
2025-02-09 00:26:18,122 - WARNING - Invalid Baybayin data for word 'he', clearing baybayin fields.
2025-02-09 00:26:18,123 - WARNING - Invalid Baybayin data for word 'he', clearing baybayin fields.
2025-02-09 00:26:18,125 - WARNING - Invalid Baybayin data for word 'lingo', clearing baybayin fields.
2025-02-09 00:26:18,180 - WARNING - Invalid Baybayin data for word 'among', clearing baybayin fields.
2025-02-09 00:26:18,182 - WARNING - Invalid Baybayin data for word 'look', clearing baybayin fields.
2025-02-09 00:26:18,198 - WARNING - Invalid Baybayin data for word 'legal', clearing baybayin fields.
2025-02-09 00:26:18,201 - WARNING - Invalid Baybayin data for word 'ye', clearing baybayin fields.
2025-02-09 00:26:18,203 - WARNING - Invalid Baybayin data for word 'bra', clearing baybayin fields.
2025-02-09 00:26:18,219 - WARNING - Invalid Baybayin data for word 'betun', clearing baybayin fields.
2025-02-09 00:26:18,221 - WARNING - Invalid Baybayin data for word 'tore', clearing baybayin fields.
2025-02-09 00:26:18,227 - WARNING - Invalid Baybayin data for word 'ideal', clearing baybayin fields.
2025-02-09 00:26:18,234 - WARNING - Invalid Baybayin data for word 'ideal', clearing baybayin fields.
2025-02-09 00:26:18,247 - WARNING - Invalid Baybayin data for word 'abako', clearing baybayin fields.
2025-02-09 00:26:18,250 - WARNING - Invalid Baybayin data for word 'me', clearing baybayin fields.
2025-02-09 00:26:18,252 - WARNING - Invalid Baybayin data for word 'me', clearing baybayin fields.
2025-02-09 00:26:18,254 - WARNING - Invalid Baybayin data for word 'basket', clearing baybayin fields.
2025-02-09 00:26:18,263 - WARNING - Invalid Baybayin data for word 'basket', clearing baybayin fields.
2025-02-09 00:26:18,265 - WARNING - Invalid Baybayin data for word 'simple', clearing baybayin fields.
2025-02-09 00:26:18,281 - WARNING - Invalid Baybayin data for word 'rumor', clearing baybayin fields.
2025-02-09 00:26:18,284 - WARNING - Invalid Baybayin data for word 'bir', clearing baybayin fields.
2025-02-09 00:26:18,288 - WARNING - Invalid Baybayin data for word '-rin', clearing baybayin fields.
2025-02-09 00:26:18,291 - WARNING - Invalid Baybayin data for word 'rin', clearing baybayin fields.
2025-02-09 00:26:18,301 - WARNING - Invalid Baybayin data for word 'baron', clearing baybayin fields.
2025-02-09 00:26:18,303 - WARNING - Invalid Baybayin data for word 'duke', clearing baybayin fields.
2025-02-09 00:26:18,306 - WARNING - Invalid Baybayin data for word 'base', clearing baybayin fields.
2025-02-09 00:26:18,318 - WARNING - Invalid Baybayin data for word 'q', clearing baybayin fields.
2025-02-09 00:26:18,320 - WARNING - Invalid Baybayin data for word 'q', clearing baybayin fields.
2025-02-09 00:26:18,324 - WARNING - Invalid Baybayin data for word 'ese', clearing baybayin fields.
2025-02-09 00:26:18,326 - WARNING - Invalid Baybayin data for word 'tanto', clearing baybayin fields.
2025-02-09 00:26:18,328 - WARNING - Invalid Baybayin data for word 'tanto', clearing baybayin fields.
2025-02-09 00:26:18,332 - WARNING - Invalid Baybayin data for word 'tanto', clearing baybayin fields.
2025-02-09 00:26:18,335 - WARNING - Invalid Baybayin data for word 'ano', clearing baybayin fields.
2025-02-09 00:26:18,384 - WARNING - Invalid Baybayin data for word 'ano', clearing baybayin fields.
2025-02-09 00:26:18,386 - WARNING - Invalid Baybayin data for word 'ano', clearing baybayin fields.
2025-02-09 00:26:18,390 - WARNING - Invalid Baybayin data for word 'v', clearing baybayin fields.
2025-02-09 00:26:18,478 - WARNING - Invalid Baybayin data for word 'j', clearing baybayin fields.
2025-02-09 00:26:18,480 - WARNING - Invalid Baybayin data for word 'j', clearing baybayin fields.
2025-02-09 00:26:18,483 - WARNING - Invalid Baybayin data for word 'l', clearing baybayin fields.
2025-02-09 00:26:18,487 - WARNING - Invalid Baybayin data for word 'l', clearing baybayin fields.
2025-02-09 00:26:18,490 - WARNING - Invalid Baybayin data for word 'l', clearing baybayin fields.
2025-02-09 00:26:18,493 - WARNING - Invalid Baybayin data for word 'r', clearing baybayin fields.
2025-02-09 00:26:18,495 - WARNING - Invalid Baybayin data for word 'r', clearing baybayin fields.
2025-02-09 00:26:18,497 - WARNING - Invalid Baybayin data for word 'r', clearing baybayin fields.
2025-02-09 00:26:18,499 - WARNING - Invalid Baybayin data for word 'yon', clearing baybayin fields.
2025-02-09 00:26:18,502 - WARNING - Invalid Baybayin data for word 'yon', clearing baybayin fields.
2025-02-09 00:26:18,503 - WARNING - Invalid Baybayin data for word 'p', clearing baybayin fields.
2025-02-09 00:26:18,506 - WARNING - Invalid Baybayin data for word 'p', clearing baybayin fields.
2025-02-09 00:26:18,509 - WARNING - Invalid Baybayin data for word 'p', clearing baybayin fields.
2025-02-09 00:26:18,511 - WARNING - Invalid Baybayin data for word 't', clearing baybayin fields.
2025-02-09 00:26:18,602 - WARNING - Invalid Baybayin data for word 't', clearing baybayin fields.
2025-02-09 00:26:18,605 - WARNING - Invalid Baybayin data for word 'b', clearing baybayin fields.
2025-02-09 00:26:18,607 - WARNING - Invalid Baybayin data for word 'b', clearing baybayin fields.
2025-02-09 00:26:18,609 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 00:26:18,613 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 00:26:18,616 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 00:26:18,618 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 00:26:18,621 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 00:26:18,622 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 00:26:18,625 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 00:26:18,630 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 00:26:18,632 - WARNING - Invalid Baybayin data for word 'm', clearing baybayin fields.
2025-02-09 00:26:18,635 - WARNING - Invalid Baybayin data for word 'm', clearing baybayin fields.
2025-02-09 00:26:18,636 - WARNING - Invalid Baybayin data for word 'm', clearing baybayin fields.
2025-02-09 00:26:18,639 - WARNING - Invalid Baybayin data for word 'anime', clearing baybayin fields.
2025-02-09 00:26:18,642 - WARNING - Invalid Baybayin data for word 'w', clearing baybayin fields.
2025-02-09 00:26:18,644 - WARNING - Invalid Baybayin data for word 'w', clearing baybayin fields.
2025-02-09 00:26:18,648 - WARNING - Invalid Baybayin data for word 'c', clearing baybayin fields.
2025-02-09 00:26:18,742 - WARNING - Invalid Baybayin data for word 'c', clearing baybayin fields.
2025-02-09 00:26:18,745 - WARNING - Invalid Baybayin data for word 'h', clearing baybayin fields.
2025-02-09 00:26:18,750 - WARNING - Invalid Baybayin data for word 'h', clearing baybayin fields.
2025-02-09 00:26:18,752 - WARNING - Invalid Baybayin data for word 'h', clearing baybayin fields.
2025-02-09 00:26:18,755 - WARNING - Invalid Baybayin data for word 'd', clearing baybayin fields.
2025-02-09 00:26:18,840 - WARNING - Invalid Baybayin data for word 'd', clearing baybayin fields.
2025-02-09 00:26:18,844 - WARNING - Invalid Baybayin data for word 'd', clearing baybayin fields.
2025-02-09 00:26:18,847 - WARNING - Invalid Baybayin data for word 'mayor', clearing baybayin fields.
2025-02-09 00:26:18,860 - WARNING - Invalid Baybayin data for word 'mayor', clearing baybayin fields.
2025-02-09 00:26:18,862 - WARNING - Invalid Baybayin data for word 'password', clearing baybayin fields.
2025-02-09 00:26:18,865 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 00:26:18,962 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 00:26:18,964 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 00:26:19,052 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 00:26:19,054 - WARNING - Invalid Baybayin data for word 's', clearing baybayin fields.
2025-02-09 00:26:19,059 - WARNING - Invalid Baybayin data for word 's', clearing baybayin fields.
2025-02-09 00:26:19,066 - WARNING - Invalid Baybayin data for word 's', clearing baybayin fields.
2025-02-09 00:26:19,068 - WARNING - Invalid Baybayin data for word 'z', clearing baybayin fields.
2025-02-09 00:26:19,071 - WARNING - Invalid Baybayin data for word 'z', clearing baybayin fields.
2025-02-09 00:26:19,072 - WARNING - Invalid Baybayin data for word 'salt', clearing baybayin fields.
2025-02-09 00:26:19,075 - WARNING - Invalid Baybayin data for word 'key', clearing baybayin fields.
2025-02-09 00:26:19,077 - WARNING - Invalid Baybayin data for word 'e', clearing baybayin fields.
2025-02-09 00:26:19,154 - WARNING - Invalid Baybayin data for word 'e', clearing baybayin fields.
2025-02-09 00:26:19,159 - WARNING - Invalid Baybayin data for word 'e', clearing baybayin fields.
2025-02-09 00:26:19,168 - WARNING - Invalid Baybayin data for word 'u', clearing baybayin fields.
2025-02-09 00:26:19,238 - WARNING - Invalid Baybayin data for word 'Ursula', clearing baybayin fields.
2025-02-09 00:26:19,241 - WARNING - Invalid Baybayin data for word 'hara-kiri', clearing baybayin fields.
2025-02-09 00:26:19,245 - WARNING - Invalid Baybayin data for word 'mare', clearing baybayin fields.
2025-02-09 00:26:19,248 - WARNING - Invalid Baybayin data for word 'aa', clearing baybayin fields.
2025-02-09 00:26:19,250 - WARNING - Invalid Baybayin data for word 'aa', clearing baybayin fields.
2025-02-09 00:26:19,252 - WARNING - Invalid Baybayin data for word 'aa', clearing baybayin fields.
2025-02-09 00:26:19,254 - WARNING - Invalid Baybayin data for word 'edit', clearing baybayin fields.
2025-02-09 00:26:19,256 - WARNING - Invalid Baybayin data for word 'hanger', clearing baybayin fields.
2025-02-09 00:26:19,263 - WARNING - Invalid Baybayin data for word 'oh', clearing baybayin fields.
2025-02-09 00:26:19,265 - WARNING - Invalid Baybayin data for word 'oh', clearing baybayin fields.
2025-02-09 00:26:19,267 - WARNING - Invalid Baybayin data for word 'ë', clearing baybayin fields.
2025-02-09 00:26:19,276 - WARNING - Invalid Baybayin data for word 'uno', clearing baybayin fields.
2025-02-09 00:26:19,280 - WARNING - Invalid Baybayin data for word 'uno', clearing baybayin fields.
2025-02-09 00:26:19,283 - WARNING - Invalid Baybayin data for word 'kimono', clearing baybayin fields.
2025-02-09 00:26:19,284 - WARNING - Invalid Baybayin data for word 'tres', clearing baybayin fields.
2025-02-09 00:26:19,306 - WARNING - Invalid Baybayin data for word 'arbor', clearing baybayin fields.
2025-02-09 00:26:19,320 - WARNING - Invalid Baybayin data for word 'libro', clearing baybayin fields.
2025-02-09 00:26:19,352 - WARNING - Invalid Baybayin data for word 'zeta', clearing baybayin fields.
2025-02-09 00:26:19,353 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 00:26:19,386 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 00:26:19,392 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 00:26:19,399 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 00:26:19,406 - WARNING - Invalid Baybayin data for word 'un', clearing baybayin fields.
2025-02-09 00:26:19,413 - WARNING - Invalid Baybayin data for word 'idea', clearing baybayin fields.
2025-02-09 00:26:19,423 - WARNING - Invalid Baybayin data for word 'natural', clearing baybayin fields.
2025-02-09 00:26:19,425 - WARNING - Invalid Baybayin data for word 'natural', clearing baybayin fields.
2025-02-09 00:26:19,438 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 00:26:19,440 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 00:26:19,443 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 00:26:19,449 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 00:26:19,451 - WARNING - Invalid Baybayin data for word 'Cu', clearing baybayin fields.
2025-02-09 00:26:19,453 - WARNING - Invalid Baybayin data for word 'PG', clearing baybayin fields.
2025-02-09 00:26:19,455 - WARNING - Invalid Baybayin data for word 'PG', clearing baybayin fields.
2025-02-09 00:26:19,457 - WARNING - Invalid Baybayin data for word 'em', clearing baybayin fields.
2025-02-09 00:26:19,461 - WARNING - Invalid Baybayin data for word 'ge', clearing baybayin fields.
