2025-03-29 10:50:09,523 - INFO - Starting table creation/update process.
2025-03-29 10:50:09,711 - INFO - Tables created or updated successfully.
2025-03-29 10:50:09,714 - INFO - Processing Tagalog words from: ..\data\tagalog-words.json
2025-03-29 10:50:10,403 - INFO - Found 65336 entries to process
2025-03-29 10:50:12,129 - WARNING - Duplicate definition detected for word ID 703: áraw-...
2025-03-29 10:50:12,166 - ERROR - Error processing entry 'Acta de Tejeros': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,166 - ERROR - Error processing entry 'Acteon': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,167 - ERROR - Error processing entry 'actinium': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,167 - ERROR - Error processing entry 'actinometer': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,167 - ERROR - Error processing entry 'actinomycete': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,168 - ERROR - Error processing entry 'active': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,168 - ERROR - Error processing entry 'activity': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,169 - ERROR - Error processing entry 'acto de atricion': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,169 - ERROR - Error processing entry 'actum est': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,169 - ERROR - Error processing entry 'acumen': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,170 - ERROR - Error processing entry 'acupressure': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,170 - ERROR - Error processing entry 'acupuncture': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,171 - ERROR - Error processing entry 'acute': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,171 - ERROR - Error processing entry 'acute angle': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,171 - ERROR - Error processing entry 'ad': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,172 - ERROR - Error processing entry 'AD': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,172 - ERROR - Error processing entry 'áda': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,172 - ERROR - Error processing entry 'ád-ad': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,173 - ERROR - Error processing entry 'adagio': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,173 - ERROR - Error processing entry 'adák': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,174 - ERROR - Error processing entry 'Adam': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,174 - ERROR - Error processing entry 'adamà': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,174 - ERROR - Error processing entry 'adamantíno': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,176 - ERROR - Error processing entry 'Adam’s Apple': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,177 - ERROR - Error processing entry 'Adán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,178 - ERROR - Error processing entry 'ádap': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,178 - ERROR - Error processing entry 'adápsiyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,179 - ERROR - Error processing entry 'adaptable': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,179 - ERROR - Error processing entry 'adaptáble': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,179 - ERROR - Error processing entry 'adaptádo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,180 - ERROR - Error processing entry 'adaptadór': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,180 - ERROR - Error processing entry 'adaptasyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,181 - ERROR - Error processing entry 'adápter': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,181 - ERROR - Error processing entry 'adáptor': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,181 - ERROR - Error processing entry 'adárga': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,182 - ERROR - Error processing entry 'adargílya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,182 - ERROR - Error processing entry 'Adárna': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,183 - ERROR - Error processing entry 'Adássen': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,183 - ERROR - Error processing entry 'ad astra per aspera': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,184 - ERROR - Error processing entry 'ádat': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,184 - ERROR - Error processing entry 'ádaw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,184 - ERROR - Error processing entry 'adayó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,185 - ERROR - Error processing entry 'adberbiyál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,185 - ERROR - Error processing entry 'adbérbiyó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,186 - ERROR - Error processing entry 'adbertáyser': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,186 - ERROR - Error processing entry 'adbértismént': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,187 - ERROR - Error processing entry 'Adbiyénto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,187 - ERROR - Error processing entry 'ádda díta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,188 - ERROR - Error processing entry 'ádda dítoy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,188 - ERROR - Error processing entry 'addág': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,188 - ERROR - Error processing entry 'ádda iddíay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,189 - ERROR - Error processing entry 'addán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,189 - ERROR - Error processing entry 'addáng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,190 - ERROR - Error processing entry 'addáw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,190 - ERROR - Error processing entry 'addéndum': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,190 - ERROR - Error processing entry 'addiction': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,191 - ERROR - Error processing entry 'addition': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,191 - ERROR - Error processing entry 'additional': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,191 - ERROR - Error processing entry 'addú': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,192 - ERROR - Error processing entry 'adelantádo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,192 - ERROR - Error processing entry 'adelánte': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,192 - ERROR - Error processing entry 'adelánto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,193 - ERROR - Error processing entry 'adélpa': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,194 - ERROR - Error processing entry 'adenine': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,194 - ERROR - Error processing entry 'adenitis': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,195 - ERROR - Error processing entry 'adenoid': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,195 - ERROR - Error processing entry 'ádenóma': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,196 - ERROR - Error processing entry 'adenosine': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,196 - ERROR - Error processing entry 'adépt': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,196 - ERROR - Error processing entry 'adépto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,197 - ERROR - Error processing entry 'a deux': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,197 - ERROR - Error processing entry 'ad fin': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,197 - ERROR - Error processing entry 'adhesíbo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,199 - ERROR - Error processing entry 'adhesion': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,199 - ERROR - Error processing entry 'adhesive': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,200 - ERROR - Error processing entry 'adhesive tape': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,200 - ERROR - Error processing entry 'adhesyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,200 - ERROR - Error processing entry 'adhetíbal': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,201 - ERROR - Error processing entry 'adhetíbo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,201 - ERROR - Error processing entry 'adhikâ': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,202 - ERROR - Error processing entry 'adhíka': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,202 - ERROR - Error processing entry 'ad hoc': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,202 - ERROR - Error processing entry 'ad hominem': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,203 - ERROR - Error processing entry 'adhudiká': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,204 - ERROR - Error processing entry 'adhudikasyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,204 - ERROR - Error processing entry 'adí': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,205 - ERROR - Error processing entry 'adídas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,205 - ERROR - Error processing entry 'Adieu!': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,206 - ERROR - Error processing entry 'adígi': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,206 - ERROR - Error processing entry 'ádik': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,206 - ERROR - Error processing entry 'adiksiyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,207 - ERROR - Error processing entry 'adíl': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,207 - ERROR - Error processing entry 'ád infínitúm': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,208 - ERROR - Error processing entry 'Áfro': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,208 - ERROR - Error processing entry 'Áfro-': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,208 - ERROR - Error processing entry 'Afro-Asian': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,209 - ERROR - Error processing entry 'after': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,210 - ERROR - Error processing entry 'afterlife': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,210 - ERROR - Error processing entry 'afternoon': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,211 - ERROR - Error processing entry 'aftertaste': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,211 - ERROR - Error processing entry 'afú': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,212 - ERROR - Error processing entry 'afút': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,212 - ERROR - Error processing entry 'ag-': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,213 - ERROR - Error processing entry 'Ag': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,213 - ERROR - Error processing entry 'ága': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,214 - ERROR - Error processing entry 'agáag': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,214 - ERROR - Error processing entry 'agaágab': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,214 - ERROR - Error processing entry 'agáak': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,215 - ERROR - Error processing entry 'agaás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,215 - ERROR - Error processing entry 'agáas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,216 - ERROR - Error processing entry 'ágab': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,216 - ERROR - Error processing entry 'agabangatán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,216 - ERROR - Error processing entry 'ág-abangatán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,217 - ERROR - Error processing entry 'agábay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,217 - ERROR - Error processing entry 'agád': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,218 - ERROR - Error processing entry 'agad-ád': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,218 - ERROR - Error processing entry 'ag-ág': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,219 - ERROR - Error processing entry 'ág-ag': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,220 - ERROR - Error processing entry 'agágal': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,221 - ERROR - Error processing entry 'ag-ágan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,221 - ERROR - Error processing entry 'agaghá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,222 - ERROR - Error processing entry 'agáhan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,222 - ERROR - Error processing entry 'agahás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,223 - ERROR - Error processing entry 'agáho': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,223 - ERROR - Error processing entry 'agák': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,224 - ERROR - Error processing entry 'agákan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,224 - ERROR - Error processing entry 'agál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,225 - ERROR - Error processing entry 'ágal': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,225 - ERROR - Error processing entry 'ágal-ágal': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,225 - ERROR - Error processing entry 'agálon': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,226 - ERROR - Error processing entry 'agálya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,226 - ERROR - Error processing entry 'agám': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,227 - ERROR - Error processing entry 'ágam': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,228 - ERROR - Error processing entry 'agáma': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,228 - ERROR - Error processing entry 'ágam-ágam': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,229 - ERROR - Error processing entry 'agamáng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,229 - ERROR - Error processing entry 'agámang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,230 - ERROR - Error processing entry 'agamankuwán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,230 - ERROR - Error processing entry 'Agamémnon': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,230 - ERROR - Error processing entry 'agamic': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,231 - ERROR - Error processing entry 'agámid': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,231 - ERROR - Error processing entry 'agámil': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,231 - ERROR - Error processing entry 'agamospermy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,232 - ERROR - Error processing entry 'agána': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,232 - ERROR - Error processing entry 'ágan-ágan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,232 - ERROR - Error processing entry 'agánas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,233 - ERROR - Error processing entry 'ágang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,233 - ERROR - Error processing entry 'ágang-ágang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,233 - ERROR - Error processing entry 'agángan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,234 - ERROR - Error processing entry 'agáp': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,234 - ERROR - Error processing entry 'ágap': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,235 - ERROR - Error processing entry 'agapál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,235 - ERROR - Error processing entry 'agapáy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,236 - ERROR - Error processing entry 'agápay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,236 - ERROR - Error processing entry 'ágapé': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,236 - ERROR - Error processing entry 'Agapíto Bágongbáyan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,237 - ERROR - Error processing entry 'agár': current transaction is aborted, commands ignored until end of transaction block

